,CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL.1,C3_COUNT_WOMEN+,SYMBOL.2,C10_RATE_TOTAL,SYMBOL.3,C11_RATE_MEN+,SYMBOL.4,C12_RATE_WOMEN+,SYMBOL.5
396790,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2141,    01. Agricultural and veterinary sciences/services/operations and related fields,178.0,90.0,,45.0,,45.0,,1.0,,1.2,,0.9,
396791,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2142,    03. Natural resources and conservation,,115.0,,55.0,,60.0,,1.3,,1.4,,1.2,
396792,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2143,  Health and related fields,,820.0,,335.0,,485.0,,9.4,,8.6,,10.0,
396793,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2144,    30.37 Design for human health,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396794,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2145,"    31. Parks, recreation, leisure, fitness, and kinesiology",,80.0,,50.0,,30.0,,0.9,,1.3,,0.6,
396795,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2146,    51. Health professions and related programs,178.0,675.0,,250.0,,420.0,,7.7,,6.4,,8.7,
396796,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2147,    60. Health professions residency/fellowship programs,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396797,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2148,    61. Medical residency/fellowship programs,,55.0,,35.0,,30.0,,0.6,,0.9,,0.6,
396798,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2149,"  Personal, protective and transportation services",,60.0,,35.0,,25.0,,0.7,,0.9,,0.5,
396799,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2150,"    12. Culinary, entertainment, and personal services",,35.0,,15.0,,25.0,,0.4,,0.4,,0.5,
396800,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2151,"    28. Military science, leadership and operational art",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396801,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2152,    29. Military technologies and applied sciences,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396802,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2153,    43. Security and protective services,,10.0,,10.0,,0.0,,0.1,,0.3,,0.0,
396803,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2154,    49. Transportation and materials moving,,15.0,,15.0,,0.0,,0.2,,0.4,,0.0,
396804,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2155,  Other,179.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396805,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2156,Total - Location of study compared with province or territory of residence for the population aged 25 to 64 years in private households - 25% sample data,180.0,8735.0,,3900.0,,4835.0,,100.0,,100.0,,100.0,
396806,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2157,"  No postsecondary certificate, diploma or degree",,795.0,,355.0,,435.0,,9.1,,9.1,,9.0,
396807,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2158,"  Postsecondary certificate, diploma or degree",181.0,7940.0,,3545.0,,4395.0,,90.9,,90.9,,90.9,
396808,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2159,    Location of study inside Canada,,3630.0,,1690.0,,1945.0,,41.6,,43.3,,40.2,
396809,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2160,      Same as province or territory of residence,,2680.0,,1245.0,,1440.0,,30.7,,31.9,,29.8,
396810,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2161,      Different than province or territory of residence,,950.0,,445.0,,505.0,,10.9,,11.4,,10.4,
396811,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2162,    Location of study outside Canada,182.0,4305.0,,1855.0,,2450.0,,49.3,,47.6,,50.7,
396812,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2163,      Americas,,950.0,,510.0,,435.0,,10.9,,13.1,,9.0,
396813,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2164,        United States of America,,775.0,,425.0,,350.0,,8.9,,10.9,,7.2,
396814,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2165,        Mexico,,60.0,,25.0,,35.0,,0.7,,0.6,,0.7,
396815,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2166,        Cuba,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396816,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2167,        Haiti,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396817,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2168,        Jamaica,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396818,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2169,        Brazil,,60.0,,40.0,,25.0,,0.7,,1.0,,0.5,
396819,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2170,        Colombia,,20.0,,10.0,,10.0,,0.2,,0.3,,0.2,
396820,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2171,        Peru,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396821,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2172,        Venezuela,95.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396822,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2173,        Other locations of study in Americas,,25.0,,15.0,,10.0,,0.3,,0.4,,0.2,
396823,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2174,      Europe,,620.0,,345.0,,275.0,,7.1,,8.8,,5.7,
396824,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2175,        Belgium,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396825,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2176,        France,,40.0,,30.0,,15.0,,0.5,,0.8,,0.3,
396826,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2177,        Germany,,45.0,,35.0,,10.0,,0.5,,0.9,,0.2,
396827,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2178,        Netherlands,,30.0,,20.0,,0.0,,0.3,,0.5,,0.0,
396828,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2179,        Switzerland,,30.0,,0.0,,15.0,,0.3,,0.0,,0.3,
396829,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2180,        Hungary,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396830,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2181,        Moldova,183.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396831,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2182,        Poland,,20.0,,0.0,,15.0,,0.2,,0.0,,0.3,
396832,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2183,        Romania,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396833,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2184,        Russian Federation,,65.0,,20.0,,45.0,,0.7,,0.5,,0.9,
396834,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2185,        Ukraine,,20.0,,15.0,,10.0,,0.2,,0.4,,0.2,
396835,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2186,        Ireland,96.0,25.0,,15.0,,10.0,,0.3,,0.4,,0.2,
396836,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2187,        United Kingdom,87.0,215.0,,135.0,,85.0,,2.5,,3.5,,1.8,
396837,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2188,        Bosnia and Herzegovina,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396838,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2189,        Italy,,15.0,,15.0,,0.0,,0.2,,0.4,,0.0,
396839,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2190,        Serbia,86.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396840,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2191,        Other locations of study in Europe,,100.0,,60.0,,40.0,,1.1,,1.5,,0.8,
396841,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2192,      Africa,,55.0,,30.0,,30.0,,0.6,,0.8,,0.6,
396842,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2193,        Nigeria,,15.0,,10.0,,10.0,,0.2,,0.3,,0.2,
396843,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2194,        Algeria,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396844,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2195,        Morocco,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396845,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2196,        Tunisia,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396846,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2197,        Egypt,,25.0,,15.0,,15.0,,0.3,,0.4,,0.3,
396847,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2198,"        South Africa, Republic of",,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396848,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2199,        Other locations of study in Africa,,15.0,,0.0,,10.0,,0.2,,0.0,,0.2,
396849,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2200,      Asia,,2645.0,,955.0,,1690.0,,30.3,,24.5,,35.0,
396850,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2201,        Iran,88.0,170.0,,55.0,,115.0,,1.9,,1.4,,2.4,
396851,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2202,        Iraq,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396852,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2203,        Israel,,35.0,,15.0,,15.0,,0.4,,0.4,,0.3,
396853,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2204,        Lebanon,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396854,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2205,        Syria,89.0,35.0,,20.0,,15.0,,0.4,,0.5,,0.3,
396855,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2206,        Turkey,,20.0,,15.0,,10.0,,0.2,,0.4,,0.2,
396856,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2207,        China,90.0,1545.0,,545.0,,1000.0,,17.7,,14.0,,20.7,
396857,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2208,        Taiwan,,65.0,,20.0,,50.0,,0.7,,0.5,,1.0,
396858,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2209,        Hong Kong,91.0,70.0,,30.0,,35.0,,0.8,,0.8,,0.7,
396859,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2210,        Japan,,115.0,,45.0,,70.0,,1.3,,1.2,,1.4,
396860,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2211,"        Korea, South",92.0,295.0,,85.0,,215.0,,3.4,,2.2,,4.4,
396861,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2212,        Philippines,,70.0,,25.0,,40.0,,0.8,,0.6,,0.8,
396862,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2213,        Viet Nam,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396863,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2214,        Bangladesh,,15.0,,0.0,,0.0,,0.2,,0.0,,0.0,
396864,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2215,        Sri Lanka,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396865,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2216,        India,,130.0,,60.0,,70.0,,1.5,,1.5,,1.4,
396866,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2217,        Pakistan,,10.0,,0.0,,0.0,,0.1,,0.0,,0.0,
396867,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2218,        Other locations of study in Asia,,55.0,,20.0,,45.0,,0.6,,0.5,,0.9,
396868,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2219,      Oceania,,35.0,,10.0,,20.0,,0.4,,0.3,,0.4,
396869,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2220,        Australia,,35.0,,10.0,,20.0,,0.4,,0.3,,0.4,
396870,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2221,        New Zealand,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396871,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2222,        Other locations of study in Oceania,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
396872,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2223,Total - Population aged 15 years and over by labour force status - 25% sample data,184.0,14345.0,,6605.0,,7745.0,,,...,,...,,...
396873,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2224,  In the labour force,,8455.0,,4125.0,,4325.0,,,...,,...,,...
396874,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2225,    Employed,,7405.0,,3655.0,,3740.0,,,...,,...,,...
396875,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2226,    Unemployed,,1050.0,,470.0,,580.0,,,...,,...,,...
396876,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2227,  Not in the labour force,,5895.0,,2480.0,,3415.0,,,...,,...,,...
396877,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2228,Participation rate,,58.9,,62.5,,55.8,,58.9,,62.5,,55.8,
396878,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2229,Employment rate,,51.6,,55.3,,48.3,,51.6,,55.3,,48.3,
396879,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2230,Unemployment rate,,12.4,,11.4,,13.4,,12.4,,11.4,,13.4,
396880,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2231,Total - Population aged 15 years and over by work activity during the reference year - 25% sample data,185.0,14350.0,,6605.0,,7745.0,,100.0,,100.0,,100.0,
396881,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2232,  Did not work,186.0,6215.0,,2635.0,,3580.0,,43.3,,39.9,,46.2,
396882,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2233,  Worked,,8135.0,,3970.0,,4165.0,,56.7,,60.1,,53.8,
396883,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2234,    Worked full year full time,187.0,3870.0,,2150.0,,1720.0,,27.0,,32.6,,22.2,
396884,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2235,    Worked part year and/or part time,188.0,4265.0,,1820.0,,2450.0,,29.7,,27.6,,31.6,
396885,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2236,    Average weeks worked in reference year,,38.5,,40.3,,36.8,,38.5,,40.3,,36.8,
396886,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2237,Total - Labour force aged 15 years and over by class of worker including job permanency - 25% sample data,189.0,8455.0,,4130.0,,4330.0,,100.0,,100.0,,100.0,
396887,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2238,  Class of worker - not applicable,190.0,405.0,,205.0,,200.0,,4.8,,5.0,,4.6,
396888,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2239,  All classes of workers,191.0,8050.0,,3920.0,,4130.0,,95.2,,94.9,,95.4,
396889,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2240,    Employee,,6675.0,,3165.0,,3510.0,,78.9,,76.6,,81.1,
396890,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2241,      Permanent position,,4005.0,,1955.0,,2050.0,,47.4,,47.3,,47.3,
396891,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2242,      Temporary position,,2670.0,,1210.0,,1460.0,,31.6,,29.3,,33.7,
396892,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2243,        Fixed term (1 year or more),,1310.0,,685.0,,625.0,,15.5,,16.6,,14.4,
396893,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2244,"        Casual, seasonal or short-term position (less than 1 year)",,1360.0,,530.0,,835.0,,16.1,,12.8,,19.3,
396894,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2245,    Self-employed,192.0,1375.0,,750.0,,625.0,,16.3,,18.2,,14.4,
396895,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2246,Total - Labour force aged 15 years and over by occupation - Broad category - National Occupational Classification (NOC) 2021 - 25% sample data,193.0,8455.0,,4130.0,,4330.0,,100.0,,100.0,,100.0,
396896,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2247,  Occupation - not applicable,190.0,405.0,,205.0,,200.0,,4.8,,5.0,,4.6,
396897,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2248,  All occupations,191.0,8050.0,,3920.0,,4130.0,,95.2,,94.9,,95.4,
396898,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2249,    0 Legislative and senior management occupations,,135.0,,105.0,,35.0,,1.6,,2.5,,0.8,
396899,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2250,"    1 Business, finance and administration occupations",,1500.0,,525.0,,980.0,,17.7,,12.7,,22.6,
396900,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2251,    2 Natural and applied sciences and related occupations,,1200.0,,790.0,,410.0,,14.2,,19.1,,9.5,
396901,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2252,    3 Health occupations,,475.0,,215.0,,260.0,,5.6,,5.2,,6.0,
396902,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2253,"    4 Occupations in education, law and social, community and government services",,2495.0,,1170.0,,1330.0,,29.5,,28.3,,30.7,
396903,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2254,"    5 Occupations in art, culture, recreation and sport",,395.0,,145.0,,255.0,,4.7,,3.5,,5.9,
396904,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2255,    6 Sales and service occupations,,1360.0,,580.0,,780.0,,16.1,,14.0,,18.0,
396905,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2256,"    7 Trades, transport and equipment operators and related occupations",,395.0,,320.0,,70.0,,4.7,,7.7,,1.6,
396906,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2257,"    8 Natural resources, agriculture and related production occupations",,40.0,,30.0,,15.0,,0.5,,0.7,,0.3,
396907,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2258,    9 Occupations in manufacturing and utilities,,50.0,,40.0,,0.0,,0.6,,1.0,,0.0,
396908,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2259,Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017 - 25% sample data,194.0,8455.0,,4130.0,,4330.0,,100.0,,100.0,,100.0,
396909,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2260,  Industry - not applicable,190.0,405.0,,205.0,,200.0,,4.8,,5.0,,4.6,
396910,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2261,  All industries,191.0,8050.0,,3920.0,,4130.0,,95.2,,94.9,,95.4,
396911,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2262,"    11 Agriculture, forestry, fishing and hunting",,45.0,,15.0,,25.0,,0.5,,0.4,,0.6,
396912,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2263,"    21 Mining, quarrying, and oil and gas extraction",,40.0,,25.0,,15.0,,0.5,,0.6,,0.3,
396913,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2264,    22 Utilities,,25.0,,25.0,,0.0,,0.3,,0.6,,0.0,
396914,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2265,    23 Construction,,155.0,,115.0,,40.0,,1.8,,2.8,,0.9,
396915,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2266,    31-33 Manufacturing,,205.0,,120.0,,85.0,,2.4,,2.9,,2.0,
396916,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2267,    41 Wholesale trade,,195.0,,135.0,,60.0,,2.3,,3.3,,1.4,
396917,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2268,    44-45 Retail trade,,600.0,,270.0,,330.0,,7.1,,6.5,,7.6,
396918,2021,2021A00055915020,5915020,Census subdivision,"Metro Vancouver A, Regional district electoral area (RDA)",6.8,8.5,0,2269,    48-49 Transportation and warehousing,,165.0,,115.0,,50.0,,2.0,,2.8,,1.2,
