YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2020;Our Town Cafe;www.ourtowncafe.com;Cafe/Restaurant/Bar;Cafe/Restaurant;255 E Broadway, Vancouver, BC, V5T 1W4;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1001783, 49.2631703], ""type"": ""Point""}";49.2631703, -123.1001783
2020;PAL Studio Theatre;http://www.palstudiotheatre.com/;Theatre/Performance;Theatre;581 Cardero St, Vancouver, BC, V6G 3L2;Downtown;Non-Profit;1600;150;Yes;"{""coordinates"": [-123.1295134, 49.2913154], ""type"": ""Point""}";49.2913154, -123.1295134
2020;Pendulum Gallery;www.pendulumgallery.bc.ca?;Museum/Gallery;Museum/Gallery;885 W Georgia St, Vancouver, BC, V6C 3E8;Downtown;Privately Owned;3000;;Yes;"{""coordinates"": [-123.119963, 49.283709], ""type"": ""Point""}";49.283709, -123.119963
2020;Performing Arts Lodge (PAL);http://www.palvancouver.org/?q=pal-theatre;Studio/Rehearsal;Rehearsal Studio;581 Cardero St, Vancouver, BC, V6G 3L2;Downtown;Non-Profit;;;Yes;"{""coordinates"": [-123.130114, 49.29119], ""type"": ""Point""}";49.29119, -123.130114
2020;Playwrights Theatre Centre;www.playwrightstheatre.com?;Studio/Rehearsal;Rehearsal Studio;1422 William St, Vancouver, BC, V5L 2P7;Grandview-Woodland;Privately Owned;800;;Yes;"{""coordinates"": [-123.0970675, 49.2781751], ""type"": ""Point""}";49.2781751, -123.0970675
2020;PNE Amphitheatre;http://www.49st.com/venue/pne-amphitheatre#info;Community Space;Plaza/Park/Band Shell;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;;4500;Yes;"{""coordinates"": [-123.037295, 49.28416], ""type"": ""Point""}";49.28416, -123.037295
2020;Portside Studios;;Studio/Rehearsal;Artist Studio;150 McLean Dr, Vancouver, BC, V5L 3L1;Grandview-Woodland;Privately Owned;5000;;Yes;"{""coordinates"": [-123.0740061, 49.2833711], ""type"": ""Point""}";49.2833711, -123.0740061
2020;Praxis Centre for Screenwriting;http://www.praxisfilm.com/en/default.aspx;Studio/Rehearsal;Film/Recording Studio;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""coordinates"": [-123.108643, 49.28238], ""type"": ""Point""}";49.28238, -123.108643
2020;Queen Elizabeth Theatre;http://vancouver.caparks-recreation-culture/queen-elizabeth-theatre.aspx;Theatre/Performance;Theatre;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;40000;2765;Yes;"{""coordinates"": [-123.113401, 49.28046], ""type"": ""Point""}";49.28046, -123.113401
2020;Railway Club;https://donnellygroup.ca/railway-stage-and-beer-cafe/railway-stage/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;579 Dunsmuir St, Vancouver, BC, V6B 1Y4;Downtown;Privately Owned;4500;165;Yes;"{""coordinates"": [-123.1151754, 49.2828775], ""type"": ""Point""}";49.2828775, -123.1151754
2020;Rain City Dance School;https://www.raincitydance.com;Educational;Educational Institution;163-555 W 12th Av, Vancouver, BC, V5Y 1T6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1163251, 49.2609395], ""type"": ""Point""}";49.2609395, -123.1163251
2020;Ray-Cam Co-Operative Center;http://vancouver.ca/parks-recreation-culture/ray-cam-co-operative-centre.aspx;Community Space;Community Centre/Hall;920 E Hastings St, Vancouver, BC, V6A 3T1;Strathcona;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.084089333259, 49.2807361611339], ""type"": ""Point""}";49.2807361611339, -123.084089333259
2020;Red Gate - Revue Stage;http://redgate.at.org/red-gate-revue-stage-1;Theatre/Performance;Theatre;1601 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Government;6428;198;Yes;"{""coordinates"": [-123.13467, 49.272235], ""type"": ""Point""}";49.272235, -123.13467
2020;Rennie Collection at Wing Sang;http://renniecollection.org/gallery/wingsang.php;Museum/Gallery;Museum/Gallery;51 E Pender St, Vancouver, BC, V6A 1S9;Downtown;Privately Owned;20000;;Yes;"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}";49.2806995, -123.1031317
2020;Roedde House;www.roeddehouse.org;Museum/Gallery;Museum/Gallery;1415 Barclay St, Vancouver, BC, V6G 1J6;West End;City of Vancouver;1641;35;Yes;"{""coordinates"": [-123.132187, 49.286863], ""type"": ""Point""}";49.286863, -123.132187
2020;Russian Community Centre Of Vancouver;www.russiancentrevancouver.org;Community Space;Community Centre/Hall;2114 W 4th Av, Vancouver, BC, V6K 1N6;Kitsilano;Privately Owned;;;Yes;"{""coordinates"": [-123.1531395, 49.2680684], ""type"": ""Point""}";49.2680684, -123.1531395
2020;Ryerson United Church;www.ryersonunited.ca;Community Space;Place of Worship;2195 W 45th Av, Vancouver, BC, V6M  2J2;Kerrisdale;Other;;450;Yes;"{""coordinates"": [-123.1585257, 49.2309378], ""type"": ""Point""}";49.2309378, -123.1585257
2020;Scotiabank Dance Centre - Faris Family Studio;;Theatre/Performance;Theatre;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;2944;154;Yes;"{""coordinates"": [-123.125711, 49.277065], ""type"": ""Point""}";49.277065, -123.125711
2020;Scottish Cultural Centre;www.scottishculturalcentre.com?;Community Space;Community Centre/Hall;8886 Hudson St, Vancouver, BC, V6P 4N2;Marpole;Non-Profit;8431;;Yes;"{""coordinates"": [-123.134666, 49.204487], ""type"": ""Point""}";49.204487, -123.134666
2020;Second Beach Field House;http://vancouver.ca/parks-recreation-culture/fieldhouse-programs.aspx;Studio/Rehearsal;Artist Studio;Stanley Park Dr, Vancouver, BC, V6G 3E2;Stanley Park;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.150402, 49.295416], ""type"": ""Point""}";49.295416, -123.150402
2020;Showcase Academy;https://showcaseacademy.com;Educational;Educational Institution;1128 W Broadway Av, Vancouver, BC, V6H 1E5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.129742, 49.263274], ""type"": ""Point""}";49.263274, -123.129742
2020;Silk Weaving Studio;http://www.silkweavingstudio.com/;Studio/Rehearsal;Artist Studio;1531 Johnston St, Vancouver, BC, V6H 3R9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.134239, 49.2719547], ""type"": ""Point""}";49.2719547, -123.134239
2020;Slocan Park Field House;http://vancouver.ca/parks-recreation-culture/slocan-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;2750 E 29th Av, Vancouver, BC, V5R 1V6;Renfrew-Collingwood;Vancouver Park Board/COV;2077;;Yes;"{""coordinates"": [-123.0483891, 49.244559], ""type"": ""Point""}";49.244559, -123.0483891
2020;South Main Gallery;https://www.facebook.com/southmaingallery/;Museum/Gallery;Museum/Gallery;279 E 6th Av, Vancouver, BC, V5T 1J7;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1113877, 49.2666989], ""type"": ""Point""}";49.2666989, -123.1113877
2020;SPACE;https://www.spacetospace.co/;Studio/Rehearsal;Artist Studio;552 Clark Dr, Vancouver, BC, V5L 3H7;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.076945, 49.280069], ""type"": ""Point""}";49.280069, -123.076945
2020;Studio 580;https://www.facebook.com/studio580arts/;Studio/Rehearsal;Artist Studio;580 Clark Dr, Vancouver, BC, V5L 3H7;Grandview-Woodland;Privately Owned;1100;;Yes;"{""coordinates"": [-123.0791783, 49.2796314], ""type"": ""Point""}";49.2796314, -123.0791783
2020;šx???ex?n Xwtl’a7shn at Queen Elizabeth Theatre;;Community Space;Plaza/Park/Band Shell;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;23690;;Yes;"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}";49.27994, -123.113393
2020;Taiwanese Canadian Cultural Society;www.tccs.ca;Community Space;Community Centre/Hall;8853 Selkirk St, Vancouver, BC, V6P 4J6;Marpole;Privately Owned;;;Yes;"{""coordinates"": [-123.1338135, 49.2047023], ""type"": ""Point""}";49.2047023, -123.1338135
2020;Tangent Cafe;http://tangentcafe.ca/;Cafe/Restaurant/Bar;Cafe/Restaurant;2095 Commercial Dr, Vancouver, BC, V5N 4A9;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0698073, 49.266022], ""type"": ""Point""}";49.266022, -123.0698073
2020;Tanya Slingsby Atelier;tanyaslingsby.com;Studio/Rehearsal;Artist Studio;212-1000 Parker St, Vancouver, BC, V6A 4B9;Strathcona;Privately Owned;650;1;Yes;"{""coordinates"": [-123.0982961, 49.2773069], ""type"": ""Point""}";49.2773069, -123.0982961
2020;Teck Gallery;https://www.sfu.ca/galleries/teck-gallery.html;Museum/Gallery;Museum/Gallery;515 W Hastings St, Vancouver, BC, V6B 0B2;Downtown;Privately Owned;625;;Yes;"{""coordinates"": [-123.1119735, 49.2841655], ""type"": ""Point""}";49.2841655, -123.1119735
2020;Terminal City Glass Co-op;www.terminalcityglass.com;Studio/Rehearsal;Artist Studio;1191 Parker St, Vancouver, BC, V6A 2h3;Strathcona;Non-Profit;;;Yes;"{""coordinates"": [-123.0812684, 49.2762044], ""type"": ""Point""}";49.2762044, -123.0812684
2020;The Astoria;https://www.facebook.com/pages/Astoria-Pub/145542528822281;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;769 E Hastings St, Vancouver, BC, V6A 1R3;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0879632, 49.2814264], ""type"": ""Point""}";49.2814264, -123.0879632
2020;The Cultch;http://thecultch.com/;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;27500;274;Yes;"{""coordinates"": [-123.0657972, 49.2766739], ""type"": ""Point""}";49.2766739, -123.0657972
2020;The Dance Shop;https://thedanceshop.ca/;Other;Retail;1089 W Broadway Av, Vancouver, BC, V6H 1E5;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.128586, 49.263618], ""type"": ""Point""}";49.263618, -123.128586
2020;The Ironworks Studio;www.theironworks.ca;Theatre/Performance;Performance Space;235 Alexander St, Vancouver, BC, V6A 1C2;Strathcona;Privately Owned;4700;180;Yes;"{""coordinates"": [-123.099046, 49.284153], ""type"": ""Point""}";49.284153, -123.099046
2020;The Lab - Vancouver Art and Leisure;http://www.vanartleisure.com/;Studio/Rehearsal;Workshop;101 W 6th Av, Vancouver, BC, V5Y 1K3;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.106972, 49.265745], ""type"": ""Point""}";49.265745, -123.106972
2020;The Rhythm Room;www.s2sproductions.com;Studio/Rehearsal;Rehearsal Studio;8713 Cambie St, Vancouver, BC, V6P 3J9;Marpole;Privately Owned;1500;;Yes;"{""coordinates"": [-123.1179859, 49.2064027], ""type"": ""Point""}";49.2064027, -123.1179859
2020;Theatre la Seizieme/Studio 16;www.seizieme.ca?;Studio/Rehearsal;Rehearsal Studio;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;120;Yes;"{""coordinates"": [-123.140093, 49.2655999], ""type"": ""Point""}";49.2655999, -123.140093
2020;Trees Organic Coffee House;http://www.treescoffee.com/;Cafe/Restaurant/Bar;Cafe/Restaurant;450 Granville St, Vancouver, BC, V6C 1V4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1143101, 49.2849231], ""type"": ""Point""}";49.2849231, -123.1143101
2020;Trench Gallery;www.trenchgallery.com;Museum/Gallery;Museum/Gallery;102-148 Alexander St, Vancouver, BC, V6A 1B5;Downtown;Privately Owned;1000;;Yes;"{""coordinates"": [-123.1010921, 49.2839469], ""type"": ""Point""}";49.2839469, -123.1010921
2020;Vancity Theatre;http://www.viff.org/theatre/facility-info;Theatre/Performance;Cinema;1181 Seymour St, Vancouver, BC, V6B 3M7;Downtown;Privately Owned;650;170;Yes;"{""coordinates"": [-123.124732, 49.276974], ""type"": ""Point""}";49.276974, -123.124732
2020;Vancouver Adapted Music;www.vams.org/;Studio/Rehearsal;Film/Recording Studio;4255 Laurel St, Vancouver, BC, V5Z 2G9;South Cambie;Privately Owned;150;;Yes;"{""coordinates"": [-123.125574, 49.247272], ""type"": ""Point""}";49.247272, -123.125574
2020;Vancouver Alpen Club;http://www.vancouveralpenclub.ca/;Community Space;Community Centre/Hall;4875 Victoria Dr, Vancouver, BC, V5N 4P3;Kensington-Cedar Cottage;Privately Owned;8000;;Yes;"{""coordinates"": [-123.0657006, 49.2406492], ""type"": ""Point""}";49.2406492, -123.0657006
2020;Vancouver Aquarium;www.vanaqua.org?;Museum/Gallery;Garden/Aquarium/Science Centre;845 Avison Way, Vancouver, BC, V6G 3E2;Stanley Park;City of Vancouver;97000;;Yes;"{""coordinates"": [-123.130997, 49.30067], ""type"": ""Point""}";49.30067, -123.130997
2020;Vancouver Burlesque Centre;http://www.vancouverburlesquecentre.ca/;Studio/Rehearsal;Rehearsal Studio;124 W 6th Av, Vancouver, BC, V5Y 1K6;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.1075911, 49.2655855], ""type"": ""Point""}";49.2655855, -123.1075911
2020;Vancouver Community Laboratory;http://vancommunitylab.com/;Studio/Rehearsal;Workshop;1907 Triumph St, Vancouver, BC, V5L 1K6;Grandview-Woodland;Privately Owned;7600;;Yes;"{""coordinates"": [-123.0652956, 49.2841727], ""type"": ""Point""}";49.2841727, -123.0652956
2020;Vancouver East Cultural Centre - Vancity Culture Lab;www.thecultch.com?;Theatre/Performance;Theatre;1895 Venables St, Vancouver, BC, V5L 2H6;Grandview-Woodland;City of Vancouver;2500;86;Yes;"{""coordinates"": [-123.065816, 49.276676], ""type"": ""Point""}";49.276676, -123.065816
2020;Vancouver Holocaust Education Centre;www.vhec.org?;Museum/Gallery;Museum/Gallery;50-950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;;;Yes;"{""coordinates"": [-123.126013, 49.233442], ""type"": ""Point""}";49.233442, -123.126013
2020;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2020;Vancouver Police Museum;www.vancouverpolicemuseum.ca?;Museum/Gallery;Museum/Gallery;240 E Cordova St, Vancouver, BC, V6A 1L3;Strathcona;City of Vancouver;15392;;Yes;"{""coordinates"": [-123.0987999, 49.282247], ""type"": ""Point""}";49.282247, -123.0987999
2020;Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall);www.vsoschoolofmusic.ca?;Theatre/Performance;Performance Space;843 Seymour St, Vancouver, BC, V6B 3L4;Downtown;City of Vancouver;;120;Yes;"{""coordinates"": [-123.119792, 49.280207], ""type"": ""Point""}";49.280207, -123.119792
2020;Vanier Park/ Bard On the Beach Shakespeare Festival;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;;;Yes;"{""coordinates"": [-123.1461243, 49.2767769], ""type"": ""Point""}";49.2767769, -123.1461243
2020;Visual Arts Studio - SFU School for the Contemporary Arts;http://www.sfu.ca/sca/index.php/programs/visual-arts;Educational;Educational Institution;330-611 Alexander St, Vancouver, BC, V6A 1E1;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0915178, 49.2844372], ""type"": ""Point""}";49.2844372, -123.0915178
2020;VIVO Media Arts Centre;www.vivomediaarts.com;Studio/Rehearsal;Film/Recording Studio;2625 Kaslo St, Vancouver, BC, V5M 3G9;Renfrew-Collingwood;City of Vancouver;7000;150;Yes;"{""coordinates"": [-123.0470996, 49.2608061], ""type"": ""Point""}";49.2608061, -123.0470996
2020;WePress Community Arts Space;https://wepress.ca/;Community Space;Community Centre/Hall;9 W Hastings St, Vancouver, BC, V6B 1G4;Downtown Eastside;Non-Profit;;;Yes;"{""coordinates"": [-123.1052115, 49.2816981], ""type"": ""Point""}";49.2816981, -123.1052115
2020;West 6th Artists Studios;http://vancouver.ca/people-programs/about-the-artist-studios.aspx;Studio/Rehearsal;Artist Studio;1573 W 6th Av, Vancouver, BC, V6J 1R1;Fairview;City of Vancouver;400;;Yes;"{""coordinates"": [-123.1400604, 49.2663536], ""type"": ""Point""}";49.2663536, -123.1400604
2020;Western Front - Artist Studio;;Studio/Rehearsal;Artist Studio;303 E 8th Av, Vancouver, BC, V5T 1S1;Mount Pleasant;Privately Owned;;;Yes;"{""coordinates"": [-123.0986899, 49.2639078], ""type"": ""Point""}";49.2639078, -123.0986899
2020;Winsor Gallery;http://winsorgallery.blogspot.com/;Museum/Gallery;Museum/Gallery;258 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}";49.2689553, -123.0984496
2020;Yuk Yuk's Comedy Club;http://www.yukyuks.com;Theatre/Performance;Performance Space;2837 Cambie St, Vancouver, BC, V5Z 3Y8;Fairview;Privately Owned;;150;Yes;"{""coordinates"": [-123.1151069, 49.2600654], ""type"": ""Point""}";49.2600654, -123.1151069
2017;221A - 1654;www.221a.ca/?;Studio/Rehearsal;Artist Studio;1654 Franklin St, Vancouver, BC, V6A 1Z6;Grandview-Woodland;Privately Owned;21515;;Yes;"{""coordinates"": [-123.071127, 49.281957], ""type"": ""Point""}";49.281957, -123.071127
2017;Arts Umbrella - E 7th;http://www.artsumbrella.com/contact;Educational;Educational Institution;77 E 7th Av, Vancouver, BC, V5T 1M4;Mount Pleasant;Other;9831;;Yes;"{""coordinates"": [-123.1033467, 49.2648965], ""type"": ""Point""}";49.2648965, -123.1033467
2017;Artstarts in Schools;www.artstarts.com;Museum/Gallery;Museum/Gallery;808 Richards St, Vancouver, BC, V6B 3A7;Downtown;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1179808, 49.2799985], ""type"": ""Point""}";49.2799985, -123.1179808
2017;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""coordinates"": [-123.0913998, 49.2811369], ""type"": ""Point""}";49.2811369, -123.0913998
2017;Backspace - Blake Williams;www.blakewilliams.ca;Studio/Rehearsal;Artist Studio;1318 Grant St, Vancouver, BC, V5L 2X5;Grandview-Woodland;Privately Owned;1700;75;Yes;"{""coordinates"": [-123.0768205, 49.2714597], ""type"": ""Point""}";49.2714597, -123.0768205
2017;BC Place Stadium;www.bcplacestadium.com;Community Space;Arena/Stadium;777 Pacific Blvd, Vancouver, BC, V6B 4Y8;Downtown;Privately Owned;247000;;Yes;"{""coordinates"": [-123.110433, 49.276156], ""type"": ""Point""}";49.276156, -123.110433
2017;BMO Theatre Centre;;Theatre/Performance;Theatre;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;44500;250;Yes;"{""coordinates"": [-123.108576, 49.270223], ""type"": ""Point""}";49.270223, -123.108576
2017;Catriona Jeffries Gallery;www.catrionajeffries.com?;Museum/Gallery;Museum/Gallery;274 E 1st Av, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6500;;Yes;"{""coordinates"": [-123.0980394, 49.2687198], ""type"": ""Point""}";49.2687198, -123.0980394
2017;Centre for Digital Media;www.gnwc.ca;Educational;Educational Institution;555 Great Northern Way, Vancouver, BC, V5T 1E2;Strathcona;Government;51000;;Yes;"{""coordinates"": [-123.089605, 49.267044], ""type"": ""Point""}";49.267044, -123.089605
2017;Champlain Heights Community Centre;https://vancouver.ca/parks-recreation-culture/champlain-heights-community-centre.aspx;Community Space;Community Centre/Hall;3350 Maquinna Dr, Vancouver, BC, V5S 4C6;Killarney;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.032066348148, 49.2144480624969], ""type"": ""Point""}";49.2144480624969, -123.032066348148
2017;Chan Centre For The Performing Art - Telus Studio Theatre;http://www.chancentre.com;Theatre/Performance;Theatre;6265 Crescent Rd, Vancouver, BC, V6T 1Z1;UBC;Government;;275;Yes;"{""coordinates"": [-123.255184, 49.269509], ""type"": ""Point""}";49.269509, -123.255184
2017;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio;2050 Scotia St, Vancouver, BC, V5T 4T1;Mount Pleasant;City of Vancouver;2600;;Yes;"{""coordinates"": [-123.0982208, 49.2667885], ""type"": ""Point""}";49.2667885, -123.0982208
2017;Collingwood Neighbourhood House;http://www.cnh.bc.ca;Community Space;Community Centre/Hall;5288 Joyce St, Vancouver, BC, V5R 6C9;Renfrew-Collingwood;City of Vancouver;1500;;Yes;"{""coordinates"": [-123.0328014, 49.2366135], ""type"": ""Point""}";49.2366135, -123.0328014
2017;David Lam Multi-Purpose Hall;;Community Space;Community Centre/Hall;50 E Pender St, Vancouver, BC, V6A 3V6;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.103387, 49.280254], ""type"": ""Point""}";49.280254, -123.103387
2017;Dear Human Studio and Workshop;http://www.dearhuman.ca/about/;Studio/Rehearsal;Artist Studio;141 W 7th Av, Vancouver, BC, V5Y 1L8;Mount Pleasant;Privately Owned;800;;Yes;"{""coordinates"": [-123.1078497, 49.2647531], ""type"": ""Point""}";49.2647531, -123.1078497
2017;Dundarave Print Workshop & Gallery;www.dundaraveprintworkshop.com;Museum/Gallery;Museum/Gallery;1640 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Privately Owned;230;;Yes;"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}";49.2721848, -123.1353489
2017;Dynamo Arts Association;www.dynamoarts.tumblr.com?;Museum/Gallery;Museum/Gallery;30 E 6th Ave, Vancouver, BC, V5T 1J4;Mount Pleasant;Privately Owned;6000;;Yes;"{""coordinates"": [-123.1040486, 49.2653017], ""type"": ""Point""}";49.2653017, -123.1040486
2017;Equinox Gallery;www.equinoxgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;14000;;Yes;"{""coordinates"": [-123.09226, 49.267609], ""type"": ""Point""}";49.267609, -123.09226
2017;FIELD Contemporary;www.field-contemporary.com;Museum/Gallery;Museum/Gallery;17 W Broadway, Vancouver, BC, V5Y 1P1;Mount Pleasant;Privately Owned;800;;Yes;"{""coordinates"": [-123.1058083, 49.2630895], ""type"": ""Point""}";49.2630895, -123.1058083
2017;Gallery Gachet;www.gachet.org?;Museum/Gallery;Museum/Gallery;9 W Hastings St, Vancouver, BC, V6B 1G4;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.104947, 49.281719], ""type"": ""Point""}";49.281719, -123.104947
2017;Green Thumb Theatre For Young People - Studio 2;;Studio/Rehearsal;Rehearsal Studio;5560 Mckinnon St, Vancouver, BC, V5R 0B6;Renfrew-Collingwood;Privately Owned;;;Yes;"{""coordinates"": [-123.038603, 49.23408], ""type"": ""Point""}";49.23408, -123.038603
2017;Heritage Hall;www.heritagehall.bc.ca;Community Space;Community Centre/Hall;3102 Main St, Vancouver, BC, V5T 3G7;Mount Pleasant;City of Vancouver;3300;150;Yes;"{""coordinates"": [-123.100944, 49.257332], ""type"": ""Point""}";49.257332, -123.100944
2017;Jack Poole Plaza;http://www.vancouverconventioncentre.com/jack-poole-plaza/;Community Space;Plaza/Park/Band Shell;1075 Canada Pl, Vancouver, BC, V6C 3L5;Downtown;Government;46284;;Yes;"{""coordinates"": [-123.118259, 49.289387], ""type"": ""Point""}";49.289387, -123.118259
2017;Kerrisdale Community Centre;http://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx;Community Space;Community Centre/Hall;5851 West Blvd, Vancouver, BC, V6M 3W9;Kerrisdale;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.157092907213, 49.2331853554205], ""type"": ""Point""}";49.2331853554205, -123.157092907213
2017;Kitsilano Showboat;http://www.kitsilanoshowboat.com/showboat.html;Community Space;Plaza/Park/Band Shell;2300 Cornwall Av, Vancouver, BC, V6K 1B7;Kitsilano;City of Vancouver;1000;;Yes;"{""coordinates"": [-123.1573621, 49.2725956], ""type"": ""Point""}";49.2725956, -123.1573621
2017;KW Atrium Studio;http://www.kwstudios.ca/atriumstudio/;Theatre/Performance;Performance Space;351 Abbott St, Vancouver, BC, V6B 0G6;Downtown;Other;1051;;Yes;"{""coordinates"": [-123.1076, 49.282766], ""type"": ""Point""}";49.282766, -123.1076
2017;Langara College - School of Creative And Applied Arts;;Educational;Educational Institution;100 W 49th Av, Vancouver, BC, V5Y 2Z6;Oakridge;Government;;;Yes;"{""coordinates"": [-123.108305, 49.225191], ""type"": ""Point""}";49.225191, -123.108305
2017;Malaspina Printmakers Gallery;www.malaspinaprintmakers.com?;Museum/Gallery;Museum/Gallery;1555 Duranleau St, Vancouver, BC, V6H 3S3;Fairview;Government;2500;;Yes;"{""coordinates"": [-123.135784, 49.271369], ""type"": ""Point""}";49.271369, -123.135784
2017;Malkin Bowl;www.malkinbowl.com;Theatre/Performance;Theatre;610 Pipeline Rd, Vancouver, BC, V6G 3E2;Stanley Park;City of Vancouver;13105;2200;Yes;"{""coordinates"": [-123.133438, 49.298848], ""type"": ""Point""}";49.298848, -123.133438
2017;Mascall Dance;www.mascalldance.ca?;Studio/Rehearsal;Rehearsal Studio;1130 Jervis St, Vancouver, BC, V6E 2C7;West End;Privately Owned;2500;;Yes;"{""coordinates"": [-123.134145, 49.283306], ""type"": ""Point""}";49.283306, -123.134145
2017;Mergatroid Building;http://www.mergatroid.ca/;Studio/Rehearsal;Artist Studio;975 Vernon Drive, Vancouver, BC, V6A 3P2;Strathcona;Privately Owned;33500;;Yes;"{""coordinates"": [-123.07867, 49.276097], ""type"": ""Point""}";49.276097, -123.07867
2017;Michelle Sirois-Silver Textile Art Studio;michellesirois-silver.com;Studio/Rehearsal;Artist Studio;1610 Clark Dr, Vancouver, BC,;Grandview-Woodland;Privately Owned;200;;Yes;"{""coordinates"": [-123.0770081, 49.2703062], ""type"": ""Point""}";49.2703062, -123.0770081
2017;Moberly Arts and Culture Centre;www.mysunset.net;Community Space;Community Centre/Hall;7646 Prince Albert St, Vancouver, BC, V5X 3Z4;Sunset;Vancouver Park Board/COV;2264;;Yes;"{""coordinates"": [-123.087343, 49.215192], ""type"": ""Point""}";49.215192, -123.087343
2017;Monte Clark Gallery;www.monteclarkgallery.com;Museum/Gallery;Museum/Gallery;525 Great Northern Way, Vancouver, BC, V5T 1E1;Strathcona;Privately Owned;4000;;Yes;"{""coordinates"": [-123.0921743, 49.26761], ""type"": ""Point""}";49.26761, -123.0921743
2017;Museum of Vancouver;www.museumofvancouver.ca?;Museum/Gallery;Museum/Gallery;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;60000;;Yes;"{""coordinates"": [-123.144897, 49.276365], ""type"": ""Point""}";49.276365, -123.144897
2017;Orpheum Theatre;https://vancouver.caparks-recreation-culture/the-orpheum.aspx;Theatre/Performance;Theatre;601 Smithe St, Vancouver, BC, V6B 5G1;Downtown;City of Vancouver;;2688;Yes;"{""coordinates"": [-123.12051, 49.279881], ""type"": ""Point""}";49.279881, -123.12051
